selected
"지도(GPS);어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함"
"지도(GPS);어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함"
결제 과정의 불편함;자전거 관리 상태
대여 비밀번호 관련 불편함;결제 과정의 불편함;자전거 무게
이용권 사용의 불편함;자전거 관리 상태;불편사항 없음
결제 수단의 부족;대여 비밀번호 관련 불편함;대여 방식의 불편함
"어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함;결제 과정의 불편함"
결제 수단의 부족;결제 과정의 불편함;자전거 무게
로그인의 불편함;결제 수단의 부족;자전거 관리 상태
불편사항 없음
"어플 끊김, 어플 메뉴 배치의 불편함;자전거 무게"
불편사항 없음
"어플 끊김, 어플 메뉴 배치의 불편함;이용권 사용의 불편함;반납 과정에서의 불편함"
결제 수단의 부족;자전거 관리 상태
결제 과정의 불편함;자전거 무게
로그인의 불편함;결제 수단의 부족;결제 과정의 불편함
불편사항 없음
"어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함;자전거 관리 상태"
결제 과정의 불편함
지도(GPS)
자전거 관리 상태;대여 방식의 불편함
결제 수단의 부족;자전거 관리 상태;대여 방식의 불편함
반납 과정
"어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함;대여 비밀번호 관련 불편함"
"지도(GPS);어플 끊김, 어플 메뉴 배치의 불편함;자전거 관리 상태"
"어플 끊김, 어플 메뉴 배치의 불편함"
자전거 무게;자전거 관리 상태;대여 방식의 불편함
결제 수단의 부족;결제 과정의 불편함
지도(GPS);로그인의 불편함;자전거 관리 상태
"어플 끊김, 어플 메뉴 배치의 불편함;결제 수단의 부족;자전거 관리 상태"
로그인의 불편함;결제 과정의 불편함;자전거 관리 상태
로그인의 불편함;반납 과정에서의 불편함
로그인의 불편함
로그인의 불편함;결제 수단의 부족;결제 과정의 불편함
자전거 관리 상태
결제 과정의 불편함
로그인의 불편함;자전거 관리 상태
대여 비밀번호 관련 불편함;이용권 사용의 불편함;자전거 무게
로그인의 불편함
불편사항 없음
지도(GPS);대여 비밀번호 관련 불편함;대여 방식의 불편함
"지도(GPS);어플 끊김, 어플 메뉴 배치의 불편함;자전거 무게"
"어플 끊김, 어플 메뉴 배치의 불편함;자전거 관리 상태"
"지도(GPS);어플 끊김, 어플 메뉴 배치의 불편함;자전거 관리 상태"
"어플 끊김, 어플 메뉴 배치의 불편함"
불편사항 없음
로그인의 불편함;결제 수단의 부족;대여 비밀번호 관련 불편함
대여 비밀번호 관련 불편함;결제 과정의 불편함;이용권 사용의 불편함
결제 수단의 부족;대여 방식의 불편함
로그인의 불편함;결제 수단의 부족
"어플 끊김, 어플 메뉴 배치의 불편함;불편사항 없음"
결제 수단의 부족;결제 과정의 불편함;자전거 관리 상태
이용권 사용의 불편함
자전거 관리 상태;
자전거 무게;자전거 관리 상태
로그인의 불편함;대여 비밀번호 관련 불편함;반납 과정
로그인의 불편함;대여 비밀번호 관련 불편함;대여 방식의 불편함
자전거 무게;반납 과정에서의 불편함;자전거 관리 상태
결제 수단의 부족;이용권 사용의 불편함;자전거 관리 상태
반납 과정에서의 불편함;대여 방식의 불편함
불편사항 없음
이용권 사용의 불편함;대여 방식의 불편함;불편사항 없음
로그인의 불편함;결제 과정의 불편함
지도(GPS)
자전거 관리 상태
대여 방식의 불편함
"어플 끊김, 어플 메뉴 배치의 불편함;자전거 무게;불편사항 없음"
자전거 무게;자전거 관리 상태;대여 방식의 불편함
자전거 무게;자전거 관리 상태;불편사항 없음
로그인의 불편함;결제 과정의 불편함;자전거 관리 상태
로그인의 불편함;대여 비밀번호 관련 불편함;결제 과정의 불편함
"어플 끊김, 어플 메뉴 배치의 불편함;로그인의 불편함;자전거 무게"
