,noun,count
2162,자취,1
2163,집시,1
2185,검수,1
2203,가이드,1
2202,뭐징,1
2201,잠실,1
2199,회색,1
2196,만드나,1
2195,타려스,1
2194,숙고,1
2190,바꿈,1
2188,게모,1
2187,축소도,1
2186,드림,1
2184,안눌림,1
2164,트,1
2182,동생,1
2179,혼란,1
2178,일회용,1
2177,빌려볼랬,1
2176,간신,1
2174,빡,1
2173,수락,1
2172,자전,1
2171,기미,1
2170,어쩌라구,1
2169,동단,1
2124,실화,1
2123,주일,1
2122,버던,1
2060,빅픽쳐,1
2080,빌리닌까,1
2078,신세,1
2077,닭,1
2076,굴릴거,1
2073,탁,1
2070,배우,1
2067,다오,1
2066,여주면,1
2064,산입,1
2063,렇게,1
2062,능럭,1
2058,놨는,1
2082,무릎,1
2052,화려,1
2051,리셋,1
2050,만들엇으,1
2049,컴팩트,1
2047,엔터,1
2046,상자,1
2045,패닝,1
2043,링크,1
2041,풀이,1
2039,본사,1
2038,칼퇴,1
2081,타이어,1
2083,피멍듬,1
2121,주거,1
2108,왜만드,1
2120,불해,1
2119,한마음,1
2118,소고,1
2116,형,1
2115,모드,1
2114,실항,1
2113,수조,1
2112,양으로,1
2111,해죽,1
2110,해논,1
2109,뚝배기,1
2106,싼마이,1
2084,진단,1
2103,오죽,1
2101,아디,1
2100,요요,1
2099,팝,1
2093,생겼슴다,1
2092,극심,1
2091,려짐,1
2090,라울,1
2088,하마,1
2087,일간,1
2086,간절,1
2204,바탕,1
2208,앞로,1
1651,남자친구,1
2210,폐쇠,1
2325,이바,1
2324,발바,1
2322,노고,1
2321,지식,1
2320,전문,1
2319,장합,1
2318,강하,1
2316,옵,1
2315,만약,1
2314,이싱,1
2312,주로,1
2311,수거,1
2308,건데,1
2307,깝깝,1
2306,헛짓,1
2303,수라도,1
2302,공중,1
2301,희망고문,1
2300,버려진,1
2296,실험,1
2295,수렴,1
2293,동료,1
2292,애나,1
2291,시기,1
2289,진로,1
2326,뀌,1
2327,렷네,1
2329,간전,1
2349,데리,1
2364,개별,1
2363,납품,1
2362,버,1
2360,었어,1
2359,자지,1
2356,티맵,1
2355,권유,1
2354,악,1
2353,개최,1
2352,업뎃헷,1
2351,마여,1
2348,개시,1
2330,돈내,1
2346,제품,1
2345,미달,1
2344,자격,1
2342,리스트,1
2340,전도,1
2338,었,1
2337,대대,1
2336,헬,1
2333,초창,1
2332,고이,1
2331,데쓰,1
2288,치취,1
2287,리조,1
2286,고여,1
2234,쓴소리,1
2247,간곡,1
2246,실,1
2244,하드웨어,1
2243,반영,1
2242,앱땜,1
2240,해상도,1
2239,납,1
2238,통일,1
2237,무니,1
2236,일동,1
2235,백년,1
2233,각,1
2250,피곤,1
2230,껄,1
2229,완벽,1
2228,주어,1
2225,빠듯하,1
2222,주위,1
2221,람디,1
2220,한사,1
2219,자시,1
2217,물방,1
2215,기모,1
2213,알고리즘,1
2249,에스,1
2251,따룽,1
2285,삼식이,1
2268,맏겨,1
2284,알음,1
2283,주무관,1
2282,남아,1
2281,아슬아슬,1
2280,썻길,1
2279,건드,1
2277,덜,1
2276,녀,1
2273,업뎃할,1
2271,장류,1
2269,들보,1
2267,반주,1
2252,닝,1
2266,중하,1
2264,박살,1
2263,지기,1
2261,막심,1
2260,탄핵,1
2259,하냨,1
2258,색기,1
2257,학부,1
2256,차이,1
2254,혐,1
2253,기리,1
2035,꼬박꼬박,1
2033,대야,1
2032,하위호환성,1
2031,빵,1
1802,송신,1
1799,위치인식,1
1798,첨,1
1797,껃다켜,1
1793,주관,1
1792,니지,1
1791,릴,1
1790,신명,1
1788,낙하산,1
1787,임금,1
1784,그냔,1
1780,글씨,1
1779,엿같아,1
1773,을지,1
1772,수나,1
1771,오타,1
1770,온,1
1769,별표,1
1768,나머지,1
1767,앞세,1
1766,플젝,1
1765,대학교,1
1761,요긴,1
1758,전시,1
1757,전공자,1
1804,통틀어,1
1805,오로지,1
1806,페북,1
1833,제기,1
1851,기후,1
1850,뒤로,1
1849,인후,1
1843,참조,1
1842,쏙,1
1841,고장률,1
1839,신한대,1
1838,할런다,1
1836,여러분,1
1835,왜이러죵,1
1834,헬맷,1
1832,정식,1
1807,일체,1
1830,고치시,1
1828,사시,1
1824,작,1
1822,집행,1
1821,제작비,1
1819,전해,1
1816,얼씬,1
1815,훠,1
1812,업뎃된,1
1811,치기,1
1808,간청,1
1755,졸업,1
1754,이하이,1
1749,이오,1
1676,회원구,1
1694,감겨,1
1693,고무,1
1692,까만색,1
1691,아래쪽,1
1689,위쪽,1
1688,차지,1
1686,반박,1
1685,이야기,1
1684,콕,1
1683,한구석,1
1679,할당,1
1674,그니,1
1696,아가서,1
1673,랜딩,1
1672,셋,1
1669,금주,1
1664,었습니,1
1663,간이,1
1659,들것,1
1658,소름,1
1657,돈벌,1
1654,상쇄,1
1653,능이,1
1652,의기,1
1695,페달,1
1697,냇구,1
1748,가로,1
1720,전화기,1
1745,과데,1
1744,기차,1
1743,허겁지겁,1
1741,전철역,1
1740,일찍,1
1734,여운,1
1733,귀,1
1730,여름,1
1729,평,1
1725,붕,1
1721,점심시간,1
1719,점심,1
1701,스무,1
1718,일쑤,1
1717,폭주,1
1714,엽니,1
1713,경제,1
1712,카셰어링,1
1711,텍스트,1
1709,닌데,1
1707,스레기,1
1706,이진,1
1705,긴지,1
1702,스하,1
1854,조잡,1
1855,무거워,1
1858,다한,1
1962,일거리,1
1982,박스,1
1981,콤보,1
1980,하여튼,1
1978,동동,1
1977,정확도,1
1975,여행,1
1974,본연,1
1973,욕심,1
1969,수량,1
1968,왜케,1
1964,한단,1
1961,횡령,1
1984,지시,1
1960,자연,1
1959,천배,1
1958,정이,1
1957,화룡,1
1956,비율,1
1955,퇴화,1
1953,다도,1
1952,앱보,1
1951,사례,1
1949,실체,1
1945,라운드,1
1983,매뉴얼,1
1985,압,1
1942,개빡,1
2007,졸작,1
2029,승진,1
2025,강국,1
2024,대입,1
2020,정상화,1
2018,무아,1
2017,허탈,1
2015,청원,1
2013,처벌,1
2010,개무시,1
2009,자녀,1
2008,페이스북,1
2006,왜만듬,1
1986,예외처리,1
2005,됫,1
2004,전후,1
2002,자서,1
2001,용돈,1
2000,만들엇네,1
1999,실컷,1
1998,산들,1
1996,전보,1
1994,어봤으,1
1993,만물,1
1990,우여곡절,1
1944,행동,1
1941,위탁,1
1859,잔뜩,1
1882,뭉게,1
1898,회수,1
1897,비용,1
1896,서사,1
1895,기바,1
1894,즉각,1
1893,실무,1
1892,명성,1
1889,었군,1
1888,오브,1
1885,소화,1
1884,트래픽,1
1880,애자,1
1902,청,1
1878,몹시,1
1877,청소년,1
1876,탈맘,1
1871,금사항,1
1869,왼쪽,1
1868,크란,1
1865,후재,1
1864,사단,1
1862,웰케,1
1861,시깜,1
1860,더위,1
1900,켜둘,1
1903,사형,1
1940,향상,1
1919,라인,1
1939,간도,1
1933,심정,1
1931,거린,1
1929,훌쩍,1
1927,골,1
1926,과분,1
1925,퍼다,1
1924,인맥,1
1923,어빠,1
1922,썩,1
1921,프리랜서,1
1917,어쪼,1
1904,율도,1
1916,장임,1
1915,오조,1
1914,멍텅구리,1
1913,걸핏하면,1
1911,것응,1
1910,오직,1
1909,소식,1
1908,이지나,1
1907,한정,1
1906,최강,1
1905,버벅임,1
3268,시절,1
