,tokenized,detoken
1662,"['인내심', '테스트', '어플']",인내심 테스트 어플
1663,"['결제', '대여', '안되', '장', '난하', '환불', '안되', '전화', '짜증', '남']",결제 대여 안되 장 난하 환불 안되 전화 짜증 남
1664,"['무슨', '제시', '바로', '반납', '어떻게', '설명', '보고', '있었', '완전', '날', '강도', '최악', '최악']",무슨 제시 바로 반납 어떻게 설명 보고 있었 완전 날 강도 최악 최악
1665,['지역'],지역
1666,"['모바일', '티머니', '결제', '하니', '화면', '오버레이', '설정', '래서', '설정', '어플', '전부', '껏', '안되', '애초', '화면', '오버레이', '설정', '자', '체적', '없는데', '어떻게', '뭘', '알', '없네요']",모바일 티머니 결제 하니 화면 오버레이 설정 래서 설정 어플 전부 껏 안되 애초 화면 오버레이 설정 자 체적 없는데 어떻게 뭘 알 없네요
1667,"['따릉이', '이용', '미세먼지', '없는', '세상', '위해']",따릉이 이용 미세먼지 없는 세상 위해
1668,"['진짜', '쓰래', '기', '어플', '공무원', '뻔하지', '머', '돈띵겨먹었', '제대로', '좀공']",진짜 쓰래 기 어플 공무원 뻔하지 머 돈띵겨먹었 제대로 좀공
1669,"['결제', '안되', '최악', '진짜']",결제 안되 최악 진짜
1670,"['정말', '불편', '로그인', '안되', '클릭', '음으로', '지도', '도보', '지원', '시나', '어플', '이정', '도로', '못만드', '실망', '스럽고', '짜증', '이나', '자전거', '려니', '로그인', '안되', '한참', '동안', '자전거', '서서', '휴대폰', '껏', '키', '디바이스', '정리', '오만', '짓', '하니', '겨우', '겨우', '로그인', '정말', '짜증']",정말 불편 로그인 안되 클릭 음으로 지도 도보 지원 시나 어플 이정 도로 못만드 실망 스럽고 짜증 이나 자전거 려니 로그인 안되 한참 동안 자전거 서서 휴대폰 껏 키 디바이스 정리 오만 짓 하니 겨우 겨우 로그인 정말 짜증
1671,"['자꾸', '서버', '연결', '안된다', '결제', '가안', '사용', '다른', '인터넷', '원활', '상태', '통신사', '해결']",자꾸 서버 연결 안된다 결제 가안 사용 다른 인터넷 원활 상태 통신사 해결
1672,"['장', '난하', '도아', 'QR', '인식', '자꾸', '대여', '카드', '식', '함', '장난', '어플', '이따', '위로', '듬', '당장', '환불']",장 난하 도아 QR 인식 자꾸 대여 카드 식 함 장난 어플 이따 위로 듬 당장 환불
1673,"['따릉이', '자전거', '길찾기', '메뉴', '생기', '편할것', '같습니다', '목적지', '출발', '를', '설정', '뒤', '근처', '있는', '따릉이', '대여소', '자전거', '길', '표시', '소요', '시간', '표시', '지도', '어플', '따릉이', '어플', '번갈아', '야하는', '번거', '로움', '따릉이', '이용', '편리', '같습니다']",따릉이 자전거 길찾기 메뉴 생기 편할것 같습니다 목적지 출발 를 설정 뒤 근처 있는 따릉이 대여소 자전거 길 표시 소요 시간 표시 지도 어플 따릉이 어플 번갈아 야하는 번거 로움 따릉이 이용 편리 같습니다
1674,"['만', '세', '이하', '안되']",만 세 이하 안되
1675,"['회원', '회원가입', '안되', '로그인', '안되', '역시', '추진', '프로젝트', '다르네요', '대여', '만', '지니', '대여', '동시', '반납', '이용권', '매하', '려니', '사용', '중인', '이용권', '있', '대요', '마침', '택시', '시간', '애매', '거리', '대중교통', '이용', '하필', '조', '금전', '발톱', '부러', '걷기', '힘들었는데', '힘', '퇴근시간', '많은', '인파', '사이', '사람', '냄새', '퇴근', '있게', '정말', '그냥', '자전거']",회원 회원가입 안되 로그인 안되 역시 추진 프로젝트 다르네요 대여 만 지니 대여 동시 반납 이용권 매하 려니 사용 중인 이용권 있 대요 마침 택시 시간 애매 거리 대중교통 이용 하필 조 금전 발톱 부러 걷기 힘들었는데 힘 퇴근시간 많은 인파 사이 사람 냄새 퇴근 있게 정말 그냥 자전거
1676,"['오류', '많아요', '어플', '사용', '려면', '번키', '건', '연']",오류 많아요 어플 사용 려면 번키 건 연
1677,"['서버', '관리', '개똥', '같', '이하', '네']",서버 관리 개똥 같 이하 네
1678,"['좋은', '정책', '이나', '어플', '문제', '많음', '로딩', '지연', '재로그인']",좋은 정책 이나 어플 문제 많음 로딩 지연 재로그인
1679,"['아이디', '찾기', '본인', '명의', '휴대폰', '추가', '안되', '아이디', '이메일', '기억', '안되', '가지', '있는', '이메일', '주소', '없는', '정보라', '래서', '회원', '회원가입', '다시', '있는', '정보라', '안되', '어쩌']",아이디 찾기 본인 명의 휴대폰 추가 안되 아이디 이메일 기억 안되 가지 있는 이메일 주소 없는 정보라 래서 회원 회원가입 다시 있는 정보라 안되 어쩌
1680,"['이용', '있']",이용 있
1681,"['회원', '회원가입', '안되', '거지', '같', '은어', '임', '거지', '같', '은행', '정', '박', '박', '놀', '대충', '대충', '공무원', '수준', '같음', '자전거', '시민', '복지', '양', '온갖', '광고', '게이', '따위', '리뷰', '개선', '이안']",회원 회원가입 안되 거지 같 은어 임 거지 같 은행 정 박 박 놀 대충 대충 공무원 수준 같음 자전거 시민 복지 양 온갖 광고 게이 따위 리뷰 개선 이안
1682,"['로딩', '속도', '최악']",로딩 속도 최악
1683,"['정말', '좋은', '서비스', '이해', '불능', '고생']",정말 좋은 서비스 이해 불능 고생
1684,"['실행', '이안']",실행 이안
1685,"['결제', '실패', '결제', '결제', '안되', '면', '어떻게', '타고', '있을까요']",결제 실패 결제 결제 안되 면 어떻게 타고 있을까요
1686,"['시스템', '좋으나', '로그인', '안되', '계속', '버퍼링', '분동', '안되', '반복', '그냥', '버스', '몇번', '인지']",시스템 좋으나 로그인 안되 계속 버퍼링 분동 안되 반복 그냥 버스 몇번 인지
1687,"['결제', '결', '제대로', '로그인', '다시', '켜', '지지도', '어플', '삭제', '다시', '설치', '는가', '대여', '안되', '지고', '복불복', '간', '사람', '일행', '어플', '키', '로그인', '오래', '기', '다리', '시간', '시간대', '옆', '있는', '사람', '쌍욕', '한시간', '동안', '부여', '잡고', '있', '던데', '통신', '장애', '반납', '던데', '돈', '대여', '안되', '니', '이건', '결', '국전', '자전거', '대여소', '고객센터', '전화', '도안', '던데', '너', '무한', '아닌', '가요', '괜', '자전거', '욕', '남발']",결제 결 제대로 로그인 다시 켜 지지도 어플 삭제 다시 설치 는가 대여 안되 지고 복불복 간 사람 일행 어플 키 로그인 오래 기 다리 시간 시간대 옆 있는 사람 쌍욕 한시간 동안 부여 잡고 있 던데 통신 장애 반납 던데 돈 대여 안되 니 이건 결 국전 자전거 대여소 고객센터 전화 도안 던데 너 무한 아닌 가요 괜 자전거 욕 남발
1688,"['벌레', '어플', '지지', '장', '난치', '그냥']",벌레 어플 지지 장 난치 그냥
1689,"['결제', '결', '제대로', '통신', '장애', '자전거', '안되', '하자']",결제 결 제대로 통신 장애 자전거 안되 하자
1690,"['그지같', '이도', '세금', '라이', '써글놈드']",그지같 이도 세금 라이 써글놈드
1691,"['한동', '안되', '이용', '안해', '비밀번호', '찾기', '문자']",한동 안되 이용 안해 비밀번호 찾기 문자
1692,"['본인', '인증', '수단', '본인', '명의', '휴대폰', '없', '사용', '없네요', '빠른', '개선', '부탁']",본인 인증 수단 본인 명의 휴대폰 없 사용 없네요 빠른 개선 부탁
1693,"['지도', '보기', '대여소', '검색', '일정', '배율', '상', '확', '대하', '그럴까', '제일', '중요', '기능', '대여소', '위치', '확인', '매번', '오류', '나니', '원']",지도 보기 대여소 검색 일정 배율 상 확 대하 그럴까 제일 중요 기능 대여소 위치 확인 매번 오류 나니 원
1694,"['의', '기본', '돌대가리', '자전거', '대여', '시스템', '전', '세계', '최악', '자전거', '대여', '시스템', '임']",의 기본 돌대가리 자전거 대여 시스템 전 세계 최악 자전거 대여 시스템 임
1695,"['핸드폰', '당', '설전']",핸드폰 당 설전
1696,"['대여소', '위치', '구글맵', '연동', '네이버', '지도', '호환', '안되', '위치', '파악', '어렵네요']",대여소 위치 구글맵 연동 네이버 지도 호환 안되 위치 파악 어렵네요
1697,"['비', '회원', '돈', '냇', '아이디', '없자나여']",비 회원 돈 냇 아이디 없자나여
1698,"['시간', '반납', '있으면', '좋겠으나', '아닐', '경우', '천원', '추가', '굉장히', '짜증', '이용', '꼭', '지도', '반납', '소']",시간 반납 있으면 좋겠으나 아닐 경우 천원 추가 굉장히 짜증 이용 꼭 지도 반납 소
1699,"['자전거', '데이', '렇', '귀찮은']",자전거 데이 렇 귀찮은
1700,"['회원가입', '결제', '할랫', '결제', '오류', '진행', '안되', '젓', '같아서', '탈퇴', '할랫', '탈', '버튼', '처숨겻는', '보이지', '탈퇴', '고객센터', '전화', '만드', '노답']",회원가입 결제 할랫 결제 오류 진행 안되 젓 같아서 탈퇴 할랫 탈 버튼 처숨겻는 보이지 탈퇴 고객센터 전화 만드 노답
1701,"['잠깐', '타', '볼라', '결제', '려니', '매월', '천원', '나', '간다', '그거', '취', '소하', '번거', '일인', '시도', '보고', '따릉이', '타', '볼일', '이제', '없겠구만', '귀찮아', '서리']",잠깐 타 볼라 결제 려니 매월 천원 나 간다 그거 취 소하 번거 일인 시도 보고 따릉이 타 볼일 이제 없겠구만 귀찮아 서리
1702,"['깨끗한', '자전거', '거의', '무제한', '탈', '있다는것', '시민', '위', '실용', '복지', '높게', '평가']",깨끗한 자전거 거의 무제한 탈 있다는것 시민 위 실용 복지 높게 평가
1703,"['갤럭시', '소유자', '번인', '현상', '검은색', '상단', '어플', '쓰기', '힘듭니다', '카멜레온', '상단', '바좀', '적용']",갤럭시 소유자 번인 현상 검은색 상단 어플 쓰기 힘듭니다 카멜레온 상단 바좀 적용
1704,['굿굿'],굿굿
1705,"['제대로', '실행', '없']",제대로 실행 없
1706,"['도아', '짜증', '네', '증말']",도아 짜증 네 증말
1707,"['인증', '안되', '이용', '불가']",인증 안되 이용 불가
1708,"['회원', '회원가입', '인증', '안되', '니', '원', '서울시', '어플', '게', '없음']",회원 회원가입 인증 안되 니 원 서울시 어플 게 없음
1709,"['어플', '자체', '있습니다', '매번', '로그인', '불편', '괜찮다고', '생각', '이번', '업데이트', '멜웨어', '있다고', '어베스트', '있', '습', '다만', '그냥', '무시', '걱정', '뭔가', '답변', '필요']",어플 자체 있습니다 매번 로그인 불편 괜찮다고 생각 이번 업데이트 멜웨어 있다고 어베스트 있 습 다만 그냥 무시 걱정 뭔가 답변 필요
1710,"['업데이트', '하자', '마자', '어베스트', '백신', '멀웨어', '삭제']",업데이트 하자 마자 어베스트 백신 멀웨어 삭제
1711,"['확인', '부탁']",확인 부탁
1712,[],
1713,"['이번', '업데이트', '하니', '모바일', '백신', '악성코드', '포함', '있다고', '일단', '무시', '뭔가', '문제', '있는', '설명', '부탁']",이번 업데이트 하니 모바일 백신 악성코드 포함 있다고 일단 무시 뭔가 문제 있는 설명 부탁
1714,"['이번', '업데이트', '안티바이러스', '어플', '멀웨어', '기능', '제거', '바란', '실수', '이전', '없었던', '문제', '이상', '함']",이번 업데이트 안티바이러스 어플 멀웨어 기능 제거 바란 실수 이전 없었던 문제 이상 함
1715,"['세', '부터']",세 부터
1716,"['재', '설치', '도해', '보고', '지도', '지면', '오류', '느려', '지고', '휴대폰', '이상', '개선', '부탁', '제발']",재 설치 도해 보고 지도 지면 오류 느려 지고 휴대폰 이상 개선 부탁 제발
1717,"['반납', '문자', '언제', '자전거']",반납 문자 언제 자전거
1718,"['아이디', '비밀번호', '찾기', '힘드네']",아이디 비밀번호 찾기 힘드네
1719,"['주변', '대여소', '보', '검색', '실행', '어플', '다운', '위치', '기반', '정보', '요구', '던데', '근처', '대여소', '자동', '일일이', '검색', '그나', '마', '검색', '어플']",주변 대여소 보 검색 실행 어플 다운 위치 기반 정보 요구 던데 근처 대여소 자동 일일이 검색 그나 마 검색 어플
